"file_name","preStimulusDelay","stimulusDuration","iti","phase"
"Neutral_48-87_TrainingAr_30-28_TlN087.PNG",1068,2200,1800,1
"Neutral_49-43_TrainingAr_17-89_TlN039.PNG",187,2200,3800,1
"Neutral_46-39_TrainingAr_26-09_TlN102.PNG",1733,200,1800,1
"Neutral_52-91_TrainingAr_22-26_TlN097.PNG",1167,200,3800,1
"Neutral_51-37_TrainingAr_23-25_TlN094.PNG",298,2200,1800,1
"Neutral_51-87_TrainingAr_23-84_TlN025.PNG",266,200,3800,1
"Neutral_51-21_TrainingAr_23-40_TlN106.PNG",77,200,3800,1
"Neutral_52-85_TrainingAr_18-71_TlN036.PNG",606,2200,3800,1
"Neutral_47-18_TrainingAr_29-76_TlN073.PNG",1571,2200,1800,1
"Neutral_47-49_TrainingAr_26-05_TlN046.PNG",1791,200,1800,1
"Neutral_47-18_TrainingAr_29-76_TlN073.PNG",1473,1469,1800,2
"Neutral_51-87_TrainingAr_23-84_TlN025.PNG",335,603,3069,2
"Neutral_47-49_TrainingAr_26-05_TlN046.PNG",1654,1469,3397,2
"Neutral_52-85_TrainingAr_18-71_TlN036.PNG",372,2200,3800,2
"Neutral_51-21_TrainingAr_23-40_TlN106.PNG",3252,1469,1800,2
"Neutral_51-37_TrainingAr_23-25_TlN094.PNG",345,1469,2203,2
"Neutral_47-49_TrainingAr_26-05_TlN046.PNG",227,1797,2531,2
"Neutral_52-85_TrainingAr_18-71_TlN036.PNG",1193,1797,3069,2
"Neutral_48-31_TrainingAr_26-60_TlN033.PNG",1630,200,3397,2
"Neutral_46-39_TrainingAr_26-09_TlN102.PNG",109,2200,3069,2
"Neutral_51-37_TrainingAr_23-25_TlN094.PNG",719,1797,2531,2
"Neutral_51-87_TrainingAr_23-84_TlN025.PNG",1278,1469,3800,2
"Neutral_52-91_TrainingAr_22-26_TlN097.PNG",2403,931,2203,2
"Neutral_52-17_TrainingAr_31-66_TlN107.PNG",1464,1469,2531,2
"Neutral_51-21_TrainingAr_23-40_TlN106.PNG",4187,931,1800,2
"Neutral_48-87_TrainingAr_30-28_TlN087.PNG",305,603,2203,2
"Neutral_51-96_TrainingAr_20-87_TlN031.PNG",876,1469,3397,2
"Neutral_47-18_TrainingAr_29-76_TlN073.PNG",2346,200,3069,2
"Neutral_49-07_TrainingAr_29-34_TlN011.PNG",898,603,3397,2
"Neutral_46-39_TrainingAr_26-09_TlN102.PNG",5977,931,2203,2
"Neutral_49-07_TrainingAr_29-34_TlN011.PNG",1149,1469,3069,2
"Neutral_49-43_TrainingAr_17-89_TlN039.PNG",1265,1797,2531,2
"Neutral_52-91_TrainingAr_22-26_TlN097.PNG",88,603,3069,2
"Neutral_48-87_TrainingAr_30-28_TlN087.PNG",312,931,3397,2
"Neutral_47-49_TrainingAr_26-05_TlN046.PNG",313,603,2203,2
