"file_name","preStimulusDelay","stimulusDuration","iti","phase"
"Neutral_47-49_TrainingAr_26-05_TlN046.PNG",2565,200,3800,1
"Neutral_51-96_TrainingAr_20-87_TlN031.PNG",655,2200,1800,1
"Neutral_51-87_TrainingAr_23-84_TlN025.PNG",762,2200,3800,1
"Neutral_52-91_TrainingAr_22-26_TlN097.PNG",725,200,1800,1
"Neutral_51-30_TrainingAr_26-21_TlN020.PNG",198,2200,3800,1
"Neutral_47-18_TrainingAr_29-76_TlN073.PNG",1592,200,3800,1
"Neutral_52-85_TrainingAr_18-71_TlN036.PNG",1487,200,1800,1
"Neutral_48-87_TrainingAr_30-28_TlN087.PNG",357,2200,1800,1
"Neutral_48-31_TrainingAr_26-60_TlN033.PNG",1201,2200,1800,1
"Neutral_49-07_TrainingAr_29-34_TlN011.PNG",559,200,3800,1
"Neutral_47-49_TrainingAr_26-05_TlN046.PNG",742,931,3397,2
"Neutral_49-43_TrainingAr_17-89_TlN039.PNG",713,1797,1800,2
"Neutral_48-31_TrainingAr_26-60_TlN033.PNG",1470,603,3397,2
"Neutral_52-91_TrainingAr_22-26_TlN097.PNG",1740,1469,2531,2
"Neutral_48-87_TrainingAr_30-28_TlN087.PNG",312,1469,1800,2
"Neutral_49-43_TrainingAr_17-89_TlN039.PNG",4001,931,1800,2
"Neutral_51-21_TrainingAr_23-40_TlN106.PNG",390,200,3069,2
"Neutral_49-07_TrainingAr_29-34_TlN011.PNG",54,931,2203,2
"Neutral_51-87_TrainingAr_23-84_TlN025.PNG",141,200,2531,2
"Neutral_52-91_TrainingAr_22-26_TlN097.PNG",236,2200,3397,2
"Neutral_51-30_TrainingAr_26-21_TlN020.PNG",1652,931,3069,2
"Neutral_47-18_TrainingAr_29-76_TlN073.PNG",546,1797,2203,2
"Neutral_52-17_TrainingAr_31-66_TlN107.PNG",710,2200,2531,2
"Neutral_49-07_TrainingAr_29-34_TlN011.PNG",3783,1469,3397,2
"Neutral_49-43_TrainingAr_17-89_TlN039.PNG",1697,1469,2531,2
"Neutral_52-17_TrainingAr_31-66_TlN107.PNG",231,603,3397,2
"Neutral_49-07_TrainingAr_29-34_TlN011.PNG",575,200,2531,2
"Neutral_51-96_TrainingAr_20-87_TlN031.PNG",339,1797,3069,2
"Neutral_51-30_TrainingAr_26-21_TlN020.PNG",855,1469,3800,2
"Neutral_46-39_TrainingAr_26-09_TlN102.PNG",152,2200,3069,2
"Neutral_52-91_TrainingAr_22-26_TlN097.PNG",3982,1797,2203,2
"Neutral_48-31_TrainingAr_26-60_TlN033.PNG",3659,603,3800,2
"Neutral_51-96_TrainingAr_20-87_TlN031.PNG",1610,1797,3800,2
"Neutral_51-21_TrainingAr_23-40_TlN106.PNG",454,1797,2203,2
"Neutral_52-85_TrainingAr_18-71_TlN036.PNG",1321,931,2531,2
"Neutral_51-37_TrainingAr_23-25_TlN094.PNG",1457,1469,2531,2
"Neutral_46-39_TrainingAr_26-09_TlN102.PNG",955,603,3069,2
"Neutral_51-96_TrainingAr_20-87_TlN031.PNG",1094,931,2203,2
"Neutral_51-87_TrainingAr_23-84_TlN025.PNG",3142,1469,3069,2
"Neutral_52-85_TrainingAr_18-71_TlN036.PNG",1899,1469,3069,2
"Neutral_52-17_TrainingAr_31-66_TlN107.PNG",2662,931,3069,2
"Neutral_51-37_TrainingAr_23-25_TlN094.PNG",1661,603,3397,2
"Neutral_52-85_TrainingAr_18-71_TlN036.PNG",544,603,2531,2
"Neutral_51-30_TrainingAr_26-21_TlN020.PNG",2210,931,2203,2
"Negative_39-69_LowAr_46-97_NL_Sn033.PNG",1634,931,3397,3
"Wolves_40_LowAr_28-44_wn8.PNG",414,1469,2531,3
"Neutral_50-25_NeutAr_23-78_N081.PNG",4459,931,2800,3
"Neutral_49-54_NeutAr_10-67_N061.PNG",22,1469,2531,3
"Dogs_80_HighAr_88-43_da6.PNG",1237,1797,1800,3
"Negative_39-68_LowAr_38-70_NL_Sp110.PNG",262,603,2531,3
"Negative_15-47_LowAr_42-89_NL_H095.PNG",3502,200,3800,3
"Positive_88-80_LowAr_7-66_PL082.PNG",394,200,3069,3
"Dogs_60_LowAr_14-1_dn4.PNG",631,1200,2531,3
"Zebras_NA_UnkA_NA_2_Zebra_Pixaby_Christels.PNG",78,1797,2531,3
"Positive_97-70_HighAr_35-83_PH070.PNG",56,603,3800,3
"Zebras_NA_UnkA_NA_7_Zebra_Pixaby_Carla_Manneh.PNG",1405,1200,3069,3
"Positive_90-81_LowAr_9-24_PL_P048.PNG",494,1797,3069,3
"Dogs_80_HighAr_74-98_da1.PNG",5481,931,2203,3
"Wolves_40_LowAr_21-35_wn9.PNG",243,1200,3069,3
"Positive_94-11_LowAr_6-60_PL036.PNG",1720,1200,2800,3
"Dogs_60_LowAr_11-41_dn15.PNG",1111,1469,2203,3
"Dogs_60_LowAr_37-41_dn6.PNG",1782,603,1800,3
"Dogs_80_HighAr_79-30_da5.PNG",78,1200,3800,3
"Neutral_50-11_NeutAr_18-49_N101.PNG",1328,1797,2531,3
"Negative_39-21_LowAr_37-44_NL_Sp111.PNG",333,1200,2203,3
"Wolves_40_LowAr_21-68_wn2.PNG",247,603,2531,3
"Wolves_20_HighAr_74-33_wa6.PNG",3276,1469,2531,3
"Wolves_20_HighAr_70-58_wa1.PNG",128,1469,3069,3
"Negative_17-25_HighAr_70-41_NH_Sn131.PNG",846,200,1800,3
"Neutral_51-18_NeutAr_17-69_N072.PNG",42,931,2531,3
"Wolves_20_HighAr_94-62_wa14.PNG",3068,1797,2203,3
"Wolves_20_HighAr_78-57_wa13.PNG",1794,1200,2800,3
"Zebras_NA_UnkA_NA_4_Zebra_Pixaby_Mindz.PNG",1296,1797,2203,3
"Zebras_NA_UnkA_NA_5_Zebra_Pixaby_DaFranzos.PNG",116,2200,2800,3
"Zebras_NA_UnkA_NA_7_Zebra_Pixaby_Carla_Manneh.PNG",2571,931,2531,3
"Wolves_20_HighAr_78-57_wa13.PNG",1303,603,2203,3
"Dogs_80_HighAr_80-20_da8.PNG",1017,931,3397,3
"Positive_90-81_LowAr_9-24_PL_P048.PNG",2057,2200,3397,3
"Wolves_40_LowAr_23-96_wn4.PNG",478,1200,3069,3
"Wolves_20_HighAr_77-02_wa5.PNG",1160,1200,2800,3
"Dogs_60_LowAr_14-1_dn4.PNG",1355,2200,2531,3
"Wolves_40_LowAr_21-35_wn9.PNG",862,603,2531,3
"Dogs_80_HighAr_64-55_da13.PNG",2618,1469,2203,3
"Wolves_40_LowAr_13-94_wn3.PNG",67,1797,3069,3
