"file_name","preStimulusDelay","stimulusDuration","iti","phase"
"Neutral_47-49_TrainingAr_26-05_TlN046.PNG",1751,200,1800,1
"Neutral_51-96_TrainingAr_20-87_TlN031.PNG",577,2200,1800,1
"Neutral_51-21_TrainingAr_23-40_TlN106.PNG",186,200,1800,1
"Neutral_47-18_TrainingAr_29-76_TlN073.PNG",1144,2200,3800,1
"Neutral_51-30_TrainingAr_26-21_TlN020.PNG",153,2200,3800,1
"Neutral_46-39_TrainingAr_26-09_TlN102.PNG",1878,200,3800,1
"Neutral_52-85_TrainingAr_18-71_TlN036.PNG",4253,2200,1800,1
"Neutral_51-87_TrainingAr_23-84_TlN025.PNG",6,200,1800,1
"Neutral_52-17_TrainingAr_31-66_TlN107.PNG",1314,200,3800,1
"Neutral_52-91_TrainingAr_22-26_TlN097.PNG",1015,2200,3800,1
"Neutral_51-37_TrainingAr_23-25_TlN094.PNG",2379,2200,2531,2
"Neutral_52-85_TrainingAr_18-71_TlN036.PNG",344,931,3069,2
"Neutral_51-21_TrainingAr_23-40_TlN106.PNG",768,1469,3069,2
"Neutral_48-87_TrainingAr_30-28_TlN087.PNG",160,1797,2531,2
"Neutral_48-31_TrainingAr_26-60_TlN033.PNG",139,1469,2203,2
"Neutral_49-43_TrainingAr_17-89_TlN039.PNG",2070,1797,2531,2
"Neutral_52-91_TrainingAr_22-26_TlN097.PNG",2073,2200,3397,2
"Neutral_51-87_TrainingAr_23-84_TlN025.PNG",4143,931,3397,2
"Neutral_47-49_TrainingAr_26-05_TlN046.PNG",491,2200,1800,2
"Neutral_51-87_TrainingAr_23-84_TlN025.PNG",905,200,3800,2
"Neutral_51-30_TrainingAr_26-21_TlN020.PNG",723,931,3069,2
"Neutral_49-07_TrainingAr_29-34_TlN011.PNG",1104,1797,3069,2
"Neutral_52-17_TrainingAr_31-66_TlN107.PNG",260,1469,3800,2
"Neutral_51-21_TrainingAr_23-40_TlN106.PNG",808,603,3397,2
"Neutral_51-30_TrainingAr_26-21_TlN020.PNG",603,1797,2203,2
"Neutral_48-87_TrainingAr_30-28_TlN087.PNG",1010,200,2203,2
"Neutral_47-18_TrainingAr_29-76_TlN073.PNG",1585,603,3397,2
"Neutral_51-87_TrainingAr_23-84_TlN025.PNG",2995,1797,3800,2
"Neutral_48-87_TrainingAr_30-28_TlN087.PNG",1581,1469,1800,2
"Neutral_52-85_TrainingAr_18-71_TlN036.PNG",1890,1469,2531,2
"Neutral_51-30_TrainingAr_26-21_TlN020.PNG",373,603,2203,2
"Neutral_51-96_TrainingAr_20-87_TlN031.PNG",363,1469,2531,2
"Neutral_49-07_TrainingAr_29-34_TlN011.PNG",1867,603,3069,2
"Neutral_46-39_TrainingAr_26-09_TlN102.PNG",890,931,3397,2
"Neutral_51-37_TrainingAr_23-25_TlN094.PNG",1063,1797,2203,2
"Neutral_52-91_TrainingAr_22-26_TlN097.PNG",209,1469,2531,2
"Neutral_51-37_TrainingAr_23-25_TlN094.PNG",1222,931,3069,2
"Neutral_49-43_TrainingAr_17-89_TlN039.PNG",516,200,3069,2
"Neutral_51-21_TrainingAr_23-40_TlN106.PNG",4461,603,2531,2
"Neutral_48-31_TrainingAr_26-60_TlN033.PNG",1262,931,2203,2
"Neutral_52-17_TrainingAr_31-66_TlN107.PNG",1633,603,2531,2
"Neutral_52-85_TrainingAr_18-71_TlN036.PNG",1044,1469,3069,2
"Neutral_47-18_TrainingAr_29-76_TlN073.PNG",2232,931,3397,2
"Neutral_47-49_TrainingAr_26-05_TlN046.PNG",148,931,1800,2
"Dogs_60_LowAr_7-74_dn1.PNG",2170,603,3397,3
"Negative_9-52_HighAr_78-44_NH_Sp136.PNG",905,603,2800,3
"Neutral_50-11_NeutAr_18-49_N101.PNG",1549,1469,3069,3
"Negative_2-02_HighAr_87-28_NH_H074.PNG",2957,2200,1800,3
"Positive_86-13_LowAr_7-73_PL127.PNG",556,1797,2531,3
"Wolves_40_LowAr_29-83_wn1.PNG",766,1797,3069,3
"Dogs_80_HighAr_76-36_da12.png",1086,931,3800,3
"Negative_39-21_LowAr_37-44_NL_Sp111.PNG",859,2200,1800,3
"Horses_NA_UnkA_NA_7_Horse_Pixaby_Rihaij.PNG",179,1200,1800,3
"Wolves_20_HighAr_83-21_wa3.PNG",61,1200,3069,3
"Wolves_20_HighAr_77-83_wa4.PNG",234,931,2203,3
"Wolves_40_LowAr_12-39_wn5.PNG",55,200,3800,3
"Wolves_20_HighAr_77-83_wa4.PNG",2485,1200,2203,3
"Negative_32-22_LowAr_48-06_NL_Sn003.PNG",72,1797,2800,3
"Wolves_20_HighAr_63-08_wa11.PNG",1555,200,1800,3
"Neutral_50-11_NeutAr_18-49_N101.PNG",424,1797,3069,3
"Wolves_40_LowAr_29-83_wn1.PNG",254,1469,1800,3
"Horses_NA_UnkA_NA_6_Horse_Pixaby_Alexas_Fotos.PNG",1833,931,2531,3
"Negative_9-22_HighAr_83-40_NH_H036.PNG",792,1200,2531,3
"Neutral_50-25_NeutAr_23-78_N081.PNG",282,931,3800,3
"Dogs_60_LowAr_17-20_dn3.PNG",792,2200,1800,3
"Zebras_NA_UnkA_NA_3_Zebra_Pixaby_NickyPe.PNG",1109,1469,2203,3
"Negative_0-78_HighAr_91-29_NH_H077.PNG",1422,200,3069,3
"Positive_95-17_LowAr_8-46_PL079.PNG",1036,2200,3800,3
"Wolves_20_HighAr_91-36_wa12.PNG",2662,603,1800,3
"Neutral_50-17_NeutAr_13-26_N089.PNG",610,2200,1800,3
"Wolves_20_HighAr_74-33_wa6.PNG",469,1469,3397,3
"Positive_90-81_LowAr_9-24_PL_P048.PNG",2148,1797,2800,3
"Dogs_60_LowAr_17-20_dn3.PNG",329,1200,2800,3
"Negative_0-78_HighAr_91-29_NH_H077.PNG",2145,1797,3069,3
"Wolves_20_HighAr_77-83_wa4.PNG",1205,2200,2531,3
"Negative_9-52_HighAr_78-44_NH_Sp136.PNG",252,931,2203,3
"Wolves_40_LowAr_15-57_wn13.png",55,1200,2203,3
"Positive_81-70_HighAr_66-01_PH105.PNG",2583,1797,3397,3
"Dogs_60_LowAr_19-97_dn9.PNG",1205,931,2203,3
"Zebras_NA_UnkA_NA_7_Zebra_Pixaby_Carla_Manneh.PNG",290,931,3397,3
"Horses_NA_UnkA_NA_6_Horse_Pixaby_Alexas_Fotos.PNG",157,2200,2800,3
"Dogs_60_LowAr_17-20_dn3.PNG",1198,931,2800,3
"Positive_94-11_LowAr_6-60_PL036.PNG",569,2200,2203,3
"Wolves_20_HighAr_74-33_wa6.PNG",1241,2200,3069,3
"Dogs_60_LowAr_10-11_dn5.PNG",1105,1797,2203,3
"Wolves_40_LowAr_15-57_wn13.png",592,2200,1800,3
"Dogs_60_LowAr_37-41_dn6.PNG",82,931,2800,3
"Neutral_49-68_NeutAr_21-31_N092.PNG",329,1797,2531,3
"Horses_NA_UnkA_NA_8_Horse_Pixaby_JosepMonter.PNG",380,603,2203,3
"Dogs_80_HighAr_87-69_da14.PNG",5546,603,3397,3
"Neutral_51-18_NeutAr_17-69_N072.PNG",1244,931,1800,3
"Positive_97-70_HighAr_35-83_PH070.PNG",2455,931,3800,3
"Wolves_40_LowAr_28-44_wn8.PNG",2105,1469,2800,3
"Horses_NA_UnkA_NA_4_Horse_Pixaby_Jaclou-dl.PNG",639,1797,3800,3
"Positive_77-76_HighAr-51-20_PH124.PNG",1176,1469,3069,3
"Zebras_NA_UnkA_NA_2_Zebra_Pixaby_Christels.PNG",1483,1469,3069,3
"Negative_9-22_HighAr_83-40_NH_H036.PNG",1013,931,2203,3
"Horses_NA_UnkA_NA_5_Horse_Pixaby_Dendoktor.PNG",427,2200,2531,3
"Neutral_50-17_NeutAr_13-26_N089.PNG",2202,1469,2531,3
"Positive_82-81_HighAr_36-59_PH003.PNG",301,1797,3069,3
"Negative_26-58_HighAr-70-28_NH_Sn012.PNG",1634,1200,3800,3
"Dogs_80_HighAr_79-30_da5.PNG",407,603,2203,3
"Wolves_40_LowAr_21-68_wn2.PNG",942,603,2800,3
"Wolves_40_LowAr_13-94_wn3.PNG",360,1797,2531,3
"Dogs_80_HighAr_69-36_da9.PNG",1998,1469,3069,3
"Zebras_NA_UnkA_NA_2_Zebra_Pixaby_Christels.PNG",231,200,1800,3
"Wolves_40_LowAr_13-94_wn3.PNG",995,1469,3069,3
"Zebras_NA_UnkA_NA_7_Zebra_Pixaby_Carla_Manneh.PNG",2180,1200,3069,3
"Positive_89-82_HighAr_43-09_PH065.PNG",2314,1200,2203,3
"Positive_77-76_HighAr-51-20_PH124.PNG",1329,1797,1800,3
"Positive_71-86_HighAr_59-58_PH097.PNG",94,1469,3397,3
"Zebras_NA_UnkA_NA_4_Zebra_Pixaby_Mindz.PNG",289,1469,2531,3
"Dogs_60_LowAr_11-00_dn7.PNG",463,1797,3069,3
"Horses_NA_UnkA_NA_5_Horse_Pixaby_Dendoktor.PNG",1844,1200,2203,3
"Wolves_20_HighAr_79-87_wa7.png",5587,931,3800,3
